,userId,movieId,rating,timestamp
1040,15,307,4.0,997938894
1041,15,308,4.0,1052897100
1042,15,316,3.0,1052896866
1043,15,317,1.0,1093028399
1044,15,318,2.0,997938727
1045,15,322,2.5,1120209787
1046,15,329,1.5,1093028255
1047,15,335,2.0,997938391
1048,15,339,2.5,1122576622
1049,15,342,3.0,1058250589
1050,15,344,2.0,1093028220
1051,15,349,3.0,997939193
1052,15,353,3.0,1093070088
1053,15,355,0.5,1122576667
1054,15,356,1.0,1058250631
1055,15,357,3.5,1058250490
1056,15,364,4.0,997939065
1057,15,367,2.0,1374637824
1058,15,370,3.5,1122576670
1059,15,371,2.0,1443385370
1060,15,372,3.0,1465793100
1061,15,373,3.5,1054449871
1062,15,377,4.0,1033344267
1063,15,380,4.0,997939179
1064,15,382,3.5,1166586661
1065,15,429,1.0,1465955324
1066,15,431,4.0,1132469126
1067,15,434,3.0,1093028320
1068,15,435,1.0,1093070102
1069,15,440,2.5,1058250627
1070,15,441,4.0,997938322
1071,15,442,1.0,1193435522
1072,15,454,3.0,1093028323
1073,15,457,5.0,997938567
1074,15,466,2.5,1134521456
1075,15,471,3.0,1166586067
1076,15,474,3.0,1093028384
1077,15,480,3.0,997939193
1078,15,481,3.0,1166586748
1079,15,483,1.0,997938905
1080,15,485,0.5,1093070332
1081,15,494,4.0,1093028414
2662,16,50,4.5,1178364904
2663,16,318,4.0,1178364881
2664,16,337,4.0,1137577638
2691,17,6,4.5,1127469542
2692,17,25,4.5,1127469531
2693,17,29,4.5,1127470880
2694,17,32,4.5,1127469436
2695,17,36,4.5,1127469535
2696,17,47,5.0,1127469246
2697,17,50,5.0,1127469450
2698,17,111,5.0,1127469023
2699,17,170,4.0,1127470242
2700,17,172,3.5,1127468646
2701,17,185,3.0,1127469509
2702,17,194,4.0,1127470280
2703,17,198,5.0,1127468896
2704,17,223,2.5,1127469577
2705,17,235,5.0,1127469684
2706,17,247,2.0,1127471027
2707,17,260,3.5,1127474688
2708,17,288,2.0,1127469552
2709,17,293,4.0,1127469604
2710,17,296,5.0,1127469297
2711,17,307,3.5,1127471192
2712,17,318,5.0,1127469420
2713,17,348,3.5,1127470013
2714,17,356,2.5,1127469401
2715,17,377,0.5,1127469444
2716,17,431,4.5,1127471468
2717,17,480,0.5,1127469407
2718,17,482,0.5,1127475344
2719,17,492,5.0,1127472949
3054,18,5,3.0,856006982
3055,18,6,4.0,856006982
3056,18,7,3.0,856006982
3057,18,9,3.0,856007219
3058,18,14,2.0,856007147
3059,18,17,4.0,856006886
3060,18,18,3.0,856007359
3061,18,25,5.0,856006886
3062,18,32,5.0,856006885
3063,18,36,3.0,856006982
3064,18,52,3.0,856007075
3065,18,62,4.0,856006886
3066,18,74,2.0,856007279
3067,18,76,3.0,856007359
3068,18,79,2.0,856007147
3069,18,81,3.0,856007495
3070,18,85,4.0,856007495
3071,18,86,4.0,856007409
3072,18,92,3.0,856007409
3073,18,95,3.0,856006886
3074,18,100,4.0,856007279
3075,18,140,3.0,856007147
3076,18,141,4.0,856006885
3077,18,260,3.0,856007075
3078,18,376,3.0,856007075
3079,18,494,3.0,856006982
3105,19,1,3.0,855190091
3106,19,2,3.0,855194773
3107,19,3,3.0,855194718
3108,19,4,3.0,855192868
3109,19,6,3.0,855190128
3110,19,7,3.0,855190128
3111,19,9,3.0,855190232
3112,19,10,3.0,855192496
3113,19,11,3.0,855192773
3114,19,14,5.0,855190167
3115,19,16,5.0,855191930
3116,19,21,3.0,855193244
3117,19,22,3.0,855192868
3118,19,23,1.0,855194301
3119,19,25,3.0,855190091
3120,19,29,3.0,855190349
3121,19,32,3.0,855190091
3122,19,34,4.0,855191622
3123,19,35,3.0,855192496
3124,19,36,3.0,855190954
3125,19,39,3.0,855193076
3126,19,42,3.0,855192210
3127,19,45,3.0,855191478
3128,19,47,5.0,855191517
3129,19,48,3.0,855193488
3130,19,50,4.0,855192835
3131,19,52,3.0,855190167
3132,19,57,3.0,855192717
3133,19,58,3.0,855190167
3134,19,63,3.0,855190349
3135,19,64,2.0,855193770
3136,19,70,4.0,855191324
3137,19,74,3.0,855190261
3138,19,89,3.0,855193220
3139,19,94,3.0,855190290
3140,19,95,3.0,855190091
3141,19,97,4.0,855190550
3142,19,101,3.0,855190531
3143,19,105,3.0,855192656
3144,19,110,3.0,855193530
3145,19,111,5.0,855191324
3146,19,112,3.0,855190128
3147,19,122,3.0,855194378
3148,19,125,3.0,855191429
3149,19,141,3.0,855190091
3150,19,145,4.0,855193720
3151,19,150,3.0,855191289
3152,19,153,3.0,855193751
3153,19,154,4.0,855191383
3154,19,159,4.0,855191775
3155,19,160,4.0,855194718
3156,19,162,5.0,855191226
3157,19,165,3.0,855191227
3158,19,166,2.0,855194264
3159,19,172,1.0,855194345
3160,19,176,4.0,855191383
3161,19,177,2.0,855192496
3162,19,179,2.0,855193865
3163,19,180,3.0,855192957
3164,19,194,4.0,855191383
3165,19,196,3.0,855193806
3166,19,198,3.0,855191478
3167,19,202,3.0,855193054
3168,19,206,3.0,855192120
3169,19,208,3.0,855194790
3170,19,209,2.0,855193510
3171,19,215,3.0,855191324
3172,19,223,4.0,855191622
3173,19,229,4.0,855191701
3174,19,230,5.0,855192308
3175,19,231,3.0,855194087
3176,19,235,3.0,855191324
3177,19,246,4.0,855191478
3178,19,247,4.0,855191430
3179,19,249,3.0,855193530
3180,19,253,3.0,855191430
3181,19,260,4.0,855190199
3182,19,261,4.0,855194216
3183,19,262,5.0,855193220
3184,19,266,1.0,855194773
3185,19,269,3.0,855191882
3186,19,276,1.0,855194605
3187,19,281,3.0,855192982
3188,19,283,3.0,855192910
3189,19,288,5.0,855191383
3190,19,292,4.0,855193465
3191,19,293,4.0,855194693
3192,19,296,5.0,855191226
3193,19,300,3.0,855193220
3194,19,306,5.0,855191584
3195,19,307,5.0,855191622
3196,19,308,5.0,855191654
3197,19,316,3.0,855194824
3198,19,318,4.0,855195189
3199,19,326,5.0,855191383
3200,19,328,4.0,855192210
3201,19,329,3.0,855192814
3202,19,332,3.0,855193274
3203,19,333,3.0,855194773
3204,19,334,4.0,855191846
3205,19,337,3.0,855193643
3206,19,339,4.0,855193599
3207,19,340,3.0,855193404
3208,19,344,3.0,855194560
3209,19,345,3.0,855191289
3210,19,346,3.0,855192910
3211,19,348,4.0,855191622
3212,19,349,3.0,855193558
3213,19,350,3.0,855193864
3214,19,353,3.0,855192868
3215,19,354,3.0,855192178
3216,19,356,5.0,855192120
3217,19,357,5.0,855193770
3218,19,361,4.0,855193330
3219,19,364,3.0,855195078
3220,19,365,3.0,855192385
3221,19,366,3.0,855192254
3222,19,367,3.0,855194531
3223,19,369,3.0,855192636
3224,19,371,3.0,855193244
3225,19,372,1.0,855192254
3226,19,373,4.0,855191816
3227,19,376,3.0,855190166
3228,19,377,3.0,855191289
3229,19,379,3.0,855193845
3230,19,380,3.0,855191228
3231,19,382,3.0,855192120
3232,19,383,3.0,855193914
3233,19,407,3.0,855193558
3234,19,412,3.0,855192605
3235,19,423,3.0,855193488
3236,19,428,3.0,855191701
3237,19,429,4.0,855194419
3238,19,431,4.0,855192210
3239,19,434,3.0,855194301
3240,19,440,3.0,855193330
3241,19,441,3.0,855192455
3242,19,445,3.0,855193404
3243,19,448,3.0,855192001
3244,19,450,3.0,855194345
3245,19,451,3.0,855193700
3246,19,454,3.0,855193599
3247,19,456,4.0,855192910
3248,19,457,4.0,855192385
3249,19,464,4.0,855193488
3250,19,465,5.0,855193892
3251,19,468,4.0,855194397
3252,19,471,3.0,855192558
3253,19,474,3.0,855192419
3254,19,475,3.0,855191654
3255,19,479,2.0,855193806
3256,19,480,4.0,855192279
3257,19,481,1.0,855192308
3258,19,482,2.0,855192940
3259,19,485,1.0,855193330
3260,19,491,3.0,855193449
3261,19,493,4.0,855191517
3262,19,494,3.0,855190128
3528,20,1,3.5,1238729767
3529,20,32,2.5,1238729782
3530,20,34,3.5,1238729861
3531,20,107,3.5,1224042765
3532,20,110,2.0,1238729747
3533,20,150,3.0,1238729755
3534,20,153,4.0,1238729818
3535,20,207,2.5,1224042795
3536,20,231,1.0,1238729849
3537,20,260,1.5,1224043057
3538,20,296,0.5,1238729735
3539,20,316,3.5,1238729834
3540,20,318,4.5,1224043037
3541,20,344,1.0,1238729802
3542,20,356,2.0,1238729739
3543,20,364,3.5,1238729826
3544,20,367,1.0,1238729854
3545,20,380,4.0,1238729779
3546,20,457,4.5,1238729750
3547,20,480,3.0,1238729744
3548,20,497,5.0,1238731010
3626,21,10,3.0,853846478
3627,21,21,3.0,853846669
3628,21,32,4.0,853157476
3629,21,34,4.0,853846442
3630,21,36,3.0,853157544
3631,21,44,3.0,853846547
3632,21,47,4.0,853846400
3633,21,95,3.0,853157476
3634,21,112,4.0,853157544
3635,21,151,4.0,853846547
3636,21,181,2.0,853846288
3637,21,196,3.0,853847536
3638,21,208,2.0,853846511
3639,21,260,3.0,853846669
3640,21,266,3.0,853846207
3641,21,273,3.0,853847723
3642,21,288,3.0,853857742
3643,21,296,3.0,853846400
3644,21,316,3.0,853847574
3645,21,329,3.0,853846400
3646,21,333,3.0,853846752
3647,21,344,3.0,853847612
3648,21,356,4.0,853846443
3649,21,377,4.0,853846511
3650,21,379,3.0,853852608
3651,21,380,3.0,853846783
3652,21,393,3.0,853856221
3653,21,442,3.0,853846579
3654,21,457,3.0,853846443
3655,21,466,3.0,853846873
3656,21,480,3.0,853846511
3657,21,485,3.0,853847574
3788,22,32,4.5,1131662086
3789,22,44,2.0,1131662481
3790,22,47,3.5,1131662466
3791,22,48,2.0,1131661907
3792,22,70,3.0,1131661969
3793,22,153,3.0,1131662452
3794,22,158,1.0,1131661890
3795,22,163,4.5,1131664404
3796,22,173,1.5,1131662930
3797,22,208,2.0,1131664520
3798,22,231,2.5,1131662440
3799,22,235,2.0,1131662423
3800,22,253,4.5,1131662653
3801,22,260,4.0,1131663354
3802,22,267,2.0,1131663069
3803,22,296,5.0,1131664320
3804,22,315,3.0,1131662435
3805,22,355,2.0,1131753358
3806,22,356,3.5,1131663409
3807,22,442,2.5,1131662387
3808,22,457,4.5,1131662090
3809,22,480,4.5,1131662100
3810,22,485,2.5,1131753373
4008,23,1,3.0,1148729853
4009,23,6,3.5,1148730128
4010,23,11,3.5,1166728170
4011,23,16,4.0,1148672550
4012,23,19,2.0,1148669114
4013,23,20,1.5,1148720884
4014,23,24,3.5,1148673467
4015,23,32,4.0,1148730400
4016,23,34,3.5,1166728173
4017,23,47,4.5,1148669590
4018,23,50,4.0,1148670466
4019,23,58,3.5,1148672099
4020,23,62,4.0,1166728220
4021,23,89,4.0,1148669357
4022,23,104,3.5,1148730116
4023,23,110,3.5,1148669588
4024,23,111,5.0,1148671365
4025,23,150,3.5,1148672933
4026,23,153,3.0,1148720873
4027,23,154,4.0,1148672842
4028,23,172,2.5,1148386188
4029,23,185,3.5,1148778581
4030,23,224,4.0,1148729797
4031,23,235,4.0,1148729698
4032,23,236,4.5,1148386155
4033,23,246,4.5,1148729570
4034,23,247,4.0,1148673304
4035,23,252,4.0,1148669102
4036,23,253,3.5,1148668973
4037,23,260,4.5,1148668970
4038,23,262,4.0,1148728957
4039,23,265,3.5,1148673465
4040,23,292,2.5,1148720795
4041,23,293,4.0,1148672319
4042,23,296,4.5,1148671517
4043,23,300,4.0,1149868544
4044,23,306,3.5,1148777951
4045,23,307,2.5,1148777966
4046,23,316,3.5,1148668967
4047,23,318,5.0,1148668964
4048,23,319,4.5,1148669351
4049,23,337,4.5,1148672736
4050,23,344,2.0,1148668961
4051,23,345,4.0,1148673085
4052,23,356,4.5,1148728785
4053,23,380,4.0,1148673420
4054,23,425,3.5,1148669891
4055,23,431,3.5,1148730048
4056,23,442,3.5,1148720861
4057,23,457,3.5,1148673418
4058,23,465,3.5,1148669887
4059,23,471,3.5,1148730134
4060,23,480,3.5,1148729018
4061,23,485,3.0,1148720907
4062,23,492,4.5,1148669346
4063,23,497,4.5,1148669881
4734,24,6,5.0,849321588
4735,24,36,3.0,849321616
4736,24,81,4.0,849321769
4737,24,95,3.0,849321588
4738,24,150,3.0,849282414
4739,24,165,4.0,849282506
4740,24,296,5.0,849282414
4741,24,316,3.0,849282540
4742,24,356,4.0,849282540
4743,24,380,4.0,849282414
4744,24,457,4.0,849282507
4755,25,3,3.0,859625254
4756,25,32,4.0,859625180
4757,25,78,3.0,859625874
4758,25,104,4.0,859625336
4759,25,260,4.0,859625336
4760,25,494,3.0,859625254
4781,26,1,5.0,1360087980
4782,26,32,4.5,1354313537
4783,26,47,4.5,1360088070
4784,26,50,4.5,1360088047
4785,26,63,0.5,1351544773
4786,26,69,4.5,1351544454
4787,26,153,3.5,1360088114
4788,26,165,2.5,1360088108
4789,26,260,3.0,1360087975
4790,26,296,3.5,1360087955
4791,26,316,0.5,1360088129
4792,26,318,4.0,1360087964
4793,26,344,0.5,1360088074
4794,26,356,4.5,1352058551
4795,26,367,2.0,1360088133
4796,26,377,3.0,1360088079
4797,26,380,3.0,1360088041
4798,26,457,3.5,1360088007
4799,26,480,2.5,1360087958
4953,27,50,4.0,939077258
4954,27,73,5.0,939079553
4955,27,111,4.0,939076893
4956,27,296,4.0,939077164
4976,28,21,5.0,938942396
4977,28,58,5.0,938944078
4978,28,110,4.0,938944407
4979,28,345,5.0,938944923
5048,30,1,4.0,944943070
5049,30,2,2.0,945277634
5050,30,6,4.0,945276746
5051,30,8,4.0,968786809
5052,30,11,4.0,948141296
5053,30,14,4.0,945276564
5054,30,16,5.0,945115684
5055,30,18,2.0,945277971
5056,30,21,5.0,945276705
5057,30,23,4.0,945278756
5058,30,25,4.0,945115684
5059,30,32,2.0,945122277
5060,30,34,4.0,1039067883
5061,30,42,3.0,945278415
5062,30,45,3.0,1060795346
5063,30,47,4.0,986745716
5064,30,50,5.0,945113887
5065,30,52,5.0,945122740
5066,30,60,2.0,945277094
5067,30,70,4.0,1007352836
5068,30,78,2.0,945706968
5069,30,100,4.0,945277812
5070,30,110,5.0,945122218
5071,30,111,4.0,945113485
5072,30,118,3.0,994458116
5073,30,141,4.0,951010161
5074,30,150,5.0,945122277
5075,30,158,3.0,945277588
5076,30,161,5.0,948166619
5077,30,162,1.0,945113597
5078,30,165,4.0,948141601
5079,30,170,4.0,994458393
5080,30,196,2.0,999626484
5081,30,203,3.0,994458432
5082,30,208,2.0,945278527
5083,30,209,2.0,945277654
5084,30,224,4.0,996057525
5085,30,227,2.0,945279013
5086,30,228,2.0,986009538
5087,30,235,4.0,945114746
5088,30,253,4.0,948141681
5089,30,254,3.0,945276587
5090,30,260,4.0,948167472
5091,30,261,4.0,951008613
5092,30,272,4.0,996883776
5093,30,281,4.0,945115182
5094,30,282,5.0,964459362
5095,30,288,1.0,952884892
5096,30,296,5.0,994439589
5097,30,300,5.0,945122065
5098,30,317,4.0,945277330
5099,30,318,5.0,945112993
5100,30,337,5.0,945121922
5101,30,344,2.0,994458003
5102,30,348,5.0,945114800
5103,30,349,5.0,945277064
5104,30,350,4.0,960819270
5105,30,356,5.0,945122709
5106,30,357,4.0,945122526
5107,30,364,3.0,945276685
5108,30,368,4.0,945277588
5109,30,369,3.0,945277422
5110,30,371,4.0,945277277
5111,30,377,4.0,945276660
5112,30,380,4.0,945277224
5113,30,382,4.0,945277520
5114,30,410,4.0,948165514
5115,30,412,5.0,945114031
5116,30,413,2.0,995228802
5117,30,419,2.0,945278777
5118,30,424,4.0,946161737
5119,30,425,4.0,945114071
5120,30,426,2.0,945277698
5121,30,428,5.0,945115767
5122,30,432,3.0,954818652
5123,30,434,4.0,945277634
5124,30,440,4.0,945122305
5125,30,445,4.0,986009342
5126,30,451,4.0,945277919
5127,30,454,5.0,945276439
5128,30,457,5.0,945122219
5129,30,459,4.0,944943155
5130,30,463,4.0,945277405
5131,30,471,4.0,945112993
5132,30,472,4.0,945278328
5133,30,474,5.0,945115411
5134,30,477,4.0,945114453
5135,30,480,4.0,948140634
5136,30,485,4.0,945278179
5137,30,492,4.0,945276493
6059,31,31,4.0,1273541953
6060,31,32,4.5,1273720546
6061,31,50,3.5,1273633559
6062,31,111,4.5,1273714533
6063,31,260,4.0,1273720416
6064,31,296,4.5,1273714417
6065,31,318,4.0,1273542992
6066,31,372,3.5,1273541973
6067,31,379,4.0,1273542073
6128,32,2,4.0,834828285
6129,32,19,3.0,834828185
6130,32,31,4.0,834828440
6131,32,44,3.0,834828337
6132,32,110,5.0,834828155
6133,32,150,5.0,834828059
6134,32,153,4.0,834828085
6135,32,158,3.0,834828318
6136,32,165,4.0,834828085
6137,32,168,3.0,834828318
6138,32,173,3.0,834828227
6139,32,204,4.0,834828285
6140,32,208,4.0,834828137
6141,32,225,2.0,834828168
6142,32,231,5.0,834828108
6143,32,252,3.0,834828268
6144,32,261,4.0,834828302
6145,32,266,3.0,834828185
6146,32,292,5.0,834828123
6147,32,296,2.0,834828059
6148,32,300,3.0,834828155
6149,32,316,3.0,834828108
6150,32,317,3.0,834828168
6151,32,333,3.0,834828337
6152,32,337,4.0,834828248
6153,32,344,4.0,834828085
6154,32,349,5.0,834828084
6155,32,350,3.0,834828337
6156,32,356,5.0,834828248
6157,32,364,3.0,834828227
6158,32,367,4.0,834828248
6159,32,377,4.0,834828361
6160,32,380,3.0,834828059
6161,32,410,3.0,834828155
6162,32,420,2.0,834828185
6163,32,428,3.0,834828632
6164,32,432,3.0,834828199
6165,32,434,3.0,834828123
6166,32,440,4.0,834828302
6167,32,442,4.0,834828361
6168,32,457,5.0,834828155
6169,32,480,5.0,834828286
6176,33,19,3.0,1032769612
6177,33,88,3.0,1032678367
6178,33,157,1.0,1033543456
6179,33,231,3.0,1032769595
6180,33,344,4.0,1032769612
6181,33,377,2.0,1032676906
6314,34,6,3.0,973747402
6315,34,21,4.0,973748254
6316,34,32,5.0,973747284
6317,34,39,3.0,973747340
6318,34,47,5.0,973747188
6319,34,50,5.0,973748491
6320,34,70,4.0,973746231
6321,34,110,4.0,973747427
6322,34,150,4.0,973746527
6323,34,198,3.0,973747709
6324,34,253,4.0,973747949
6325,34,260,4.0,973747559
6326,34,288,4.0,973746243
6327,34,293,4.0,973748543
6328,34,296,5.0,973746450
6329,34,316,4.0,973747797
6330,34,337,5.0,973746864
6331,34,377,3.0,973748307
6332,34,407,3.0,973747985
6333,34,442,3.0,973747797
6334,34,482,5.0,973747271
6501,35,24,2.5,1174450075
6502,35,230,1.5,1174450069
6503,35,247,3.0,1174450074
6504,35,468,4.0,1174450073
6521,36,6,3.0,847057147
6522,36,16,3.0,847057223
6523,36,18,4.0,847058210
6524,36,21,3.0,847056854
6525,36,25,4.0,847057119
6526,36,31,3.0,847057202
6527,36,32,5.0,847056901
6528,36,36,4.0,853005249
6529,36,41,3.0,847057696
6530,36,45,4.0,847057256
6531,36,50,4.0,847056901
6532,36,52,3.0,847057520
6533,36,55,4.0,853005393
6534,36,57,4.0,847057727
6535,36,58,5.0,847057363
6536,36,68,4.0,847058235
6537,36,111,4.0,847057202
6538,36,144,4.0,847057626
6539,36,145,3.0,847057301
6540,36,147,3.0,847057765
6541,36,151,3.0,847058110
6542,36,165,3.0,847056547
6543,36,216,3.0,847057385
6544,36,223,5.0,847057223
6545,36,232,5.0,847057504
6546,36,236,3.0,847057018
6547,36,242,4.0,847058186
6548,36,246,4.0,847057256
6549,36,248,2.0,847057444
6550,36,249,4.0,847057471
6551,36,252,3.0,847057061
6552,36,253,4.0,847056783
6553,36,256,3.0,847057136
6554,36,260,5.0,847057564
6555,36,261,4.0,847057120
6556,36,265,5.0,847057136
6557,36,272,4.0,847057240
6558,36,273,3.0,847057240
6559,36,277,3.0,847057202
6560,36,282,3.0,847056984
6561,36,288,4.0,847056803
6562,36,293,5.0,847057094
6563,36,296,4.0,847056510
6564,36,300,4.0,847056819
6565,36,306,5.0,847057482
6566,36,307,5.0,847057520
6567,36,308,5.0,847057594
6568,36,312,3.0,847057827
6569,36,315,5.0,847056984
6570,36,318,4.0,847056636
6571,36,321,5.0,847058110
6572,36,334,4.0,847058173
6573,36,345,4.0,847057385
6574,36,348,3.0,847057278
6575,36,350,3.0,847056948
6576,36,356,3.0,847056636
6577,36,357,4.0,847056901
6578,36,362,4.0,847057314
6579,36,368,3.0,847057119
6580,36,372,3.0,847057444
6581,36,381,3.0,847057328
6582,36,382,3.0,847057520
6583,36,412,5.0,847057626
6584,36,420,3.0,847056926
6585,36,431,4.0,847057363
6586,36,432,3.0,847056948
6587,36,434,3.0,847056636
