"principalsalesrep","customersoldto","customershipto","salesrepid"
"REP_RX","0030070570","0070090977","mygsk-ppo74247"
"REP_RX","0030070570","0070090977","mygsk-pww72082"
"REP_RX","0030070570","0070090977","mygsk-sa210266"
"REP_RX","0030070570","0070090977","mygsk-sa508236"
"REP_RX","0030070570","0070090977","mygsk-sc312984"
"REP_RX","0030070570","0070090977","mygsk-sc869653"
"REP_RX","0030070570","0070090977","mygsk-sk872415"
"REP_RX","0030070570","0070090977","mygsk-spa48453"
"REP_RX","0030070570","0070090977","mygsk-sqs57515"
"REP_RX","0030070570","0070090977","mygsk-sr887146"
"REP_RX","0030070570","0070090977","mygsk-ss912383"
"REP_RX","0030070570","0070090977","mygsk-ssl25257"
"REP_RX","0030070570","0070090977","mygsk-ssl88649"
"REP_RX","0030070570","0070090977","mygsk-sst43489"
"REP_RX","0030070570","0070090977","mygsk-ssw16989"
"REP_RX","0030070570","0070090977","mygsk-sw946053"
"REP_RX","0030070570","0070090977","mygsk-sy492159"
"REP_RX","0030070570","0070090977","mygsk-tlh54879"
"REP_RX","0030070570","0070090977","mygsk-tnn39305"
"REP_RX","0030070570","0070090977","mygsk-to42420"
"REP_RX","0030070570","0070090977","mygsk-tyt69122"
"REP_RX","0030070570","0070090977","mygsk-tyy42292"
"REP_RX","0030070570","0070090977","mygsk-vas9215"
"REP_RX","0030070570","0070090977","mygsk-vhm51373"
"REP_RX","0030070570","0070090977","mygsk-vll28507"
"REP_RX","0030070570","0070090977","mygsk-vst34168"
"REP_RX","0030070570","0070090977","mygsk-vy37007"
"REP_RX","0030070570","0070090977","mygsk-wh585075"
"REP_RX","0030070570","0070090977","mygsk-www60457"
"REP_RX","0030070570","0070090977","mygsk-yc661861"
"REP_RX","0030070570","0070090977","mygsk-yc860046"
"REP_RX","0030070570","0070090977","mygsk-yk759259"
"REP_RX","0030070570","0070090977","mygsk-yl941594"
"REP_RX","0030070570","0070090977","mygsk-yt386246"
"REP_RX","0030070570","0070090977","mygsk-zbj27460"
"REP_RX","0030070570","0070090977","mygsk-zzz86777"
"REP_VX","0030070570","0070090977","mygsk-cb293356"
"REP_VX","0030070570","0070090977","mygsk-ccc34817"
"REP_VX","0030070570","0070090977","mygsk-cl978988"
"REP_VX","0030070570","0070090977","mygsk-dsc93413"
"REP_VX","0030070570","0070090977","mygsk-ecy71104"
"REP_VX","0030070570","0070090977","mygsk-ell39722"
"REP_VX","0030070570","0070090977","mygsk-ext48214"
"REP_VX","0030070570","0070090977","mygsk-ffl45011"
"REP_VX","0030070570","0070090977","mygsk-gl154423"
"REP_VX","0030070570","0070090977","mygsk-hhp39115"
"REP_VX","0030070570","0070090977","mygsk-ht50543"
"REP_VX","0030070570","0070090977","mygsk-kck12548"
"REP_VX","0030070570","0070090977","mygsk-kht91732"
"REP_VX","0030070570","0070090977","mygsk-ksk20638"
"REP_VX","0030070570","0070090977","mygsk-lyl44755"
"REP_VX","0030070570","0070090977","mygsk-mf411968"
"REP_VX","0030070570","0070090977","mygsk-mwchong"
"REP_VX","0030070570","0070090977","mygsk-ph890341"
"REP_VX","0030070570","0070090977","mygsk-pjl60258"
"REP_VX","0030070570","0070090977","mygsk-pk625506"
"REP_VX","0030070570","0070090977","mygsk-ppl47673"
"REP_VX","0030070570","0070090977","mygsk-pzl27510"
"REP_VX","0030070570","0070090977","mygsk-pzt7251"
"REP_VX","0030070570","0070090977","mygsk-sh457984"
"REP_VX","0030070570","0070090977","mygsk-sl923113"
"REP_VX","0030070570","0070090977","mygsk-sn465837"
"REP_VX","0030070570","0070090977","mygsk-to401901"
"REP_VX","0030070570","0070090977","mygsk-tr303732"
"REP_VX","0030070570","0070090977","mygsk-txk18690"
"REP_VX","0030070570","0070090977","mygsk-vxm10094"
"REP_VX","0030070570","0070090977","mygsk-wc498994"
"REP_VX","0030070570","0070090977","mygsk-wwl66551"
"REP_VX","0030070570","0070090977","mygsk-wy369244"
"Sharon Yeo","0030070570","0070090977","mytaiho-bchintan"
"Sharon Yeo","0030070570","0070090977","mytaiho-sharonyeo"
"Sharon Yeo","0030070570","0070090977","mytaiho-sygoh"
"SMSM","0030070570","0070090977","mybayer-bctew"
"SMSM","0030070570","0070090977","mybayer-catherine"
"SMSM","0030070570","0070090977","mybayer-chowhinyip"
"SMSM","0030070570","0070090977","mybayer-jchew"
"SMSM","0030070570","0070090977","mybayer-joanne"
"SMSM","0030070570","0070090977","mybayer-joannewoon"
"SMSM","0030070570","0070090977","mybayer-joeliew"
"SMSM","0030070570","0070090977","mybayer-sereneteh"
"SMSM","0030070570","0070090977","mybayer-yuejun"
"VACCA00","0030070570","0070090977","mymsd-amaralum"
"VACCA00","0030070570","0070090977","mymsd-chloeyap"
"VACCA00","0030070570","0070090977","mymsd-jaynechw"
"VACCA00","0030070570","0070090977","mymsd-justinyeap"
"VACCA00","0030070570","0070090977","mymsd-karyingsiow"
"VACCA00","0030070570","0070090977","mymsd-leongmengs"
"VACCA00","0030070570","0070090977","mymsd-liyinheah"
"VACCA00","0030070570","0070090977","mymsd-michelleho"
"VACCA00","0030070570","0070090977","mymsd-mursyida"
"VACCA00","0030070570","0070090977","mymsd-samwc"
"VACCA00","0030070570","0070090977","mymsd-yeowkiatyeo"
"VACCA00","0030070570","0070090977","mymsd-yipinglim"
"VACCA00","0030070570","0070090977","mymsd-zelynteo"
"VACCA00","0030070570","0070090977","mymsd-zhiqinteo"
"VACCB00","0030070570","0070090977","mymsd-amaralum"
"VACCB00","0030070570","0070090977","mymsd-chinhooing"
"VACCB00","0030070570","0070090977","mymsd-choonkitchan"
"VACCB00","0030070570","0070090977","mymsd-chunliewyeow"
"VACCB00","0030070570","0070090977","mymsd-ellytai"
"VACCB00","0030070570","0070090977","mymsd-engloonlim"
"VACCB00","0030070570","0070090977","mymsd-jitkenttan"
"VACCB00","0030070570","0070090977","mymsd-mursyida"
"VACCB00","0030070570","0070090977","mymsd-siewhungmah"
"VACCB00","0030070570","0070090977","mymsd-stevenleong"
"VACCB00","0030070570","0070090977","mymsd-taikongfoo"
"VACCB00","0030070570","0070090977","mymsd-wancheehoan"
"VACCB00","0030070570","0070090977","mymsd-yvonnecheah"
"VACCC00","0030070570","0070090977","mymsd-amaralum"
"VACCC00","0030070570","0070090977","mymsd-choonweeg"
"VACCC00","0030070570","0070090977","mymsd-fatheenean"
"VACCC00","0030070570","0070090977","mymsd-janiceyyt"
"VACCC00","0030070570","0070090977","mymsd-juinteinghoo"
"VACCC00","0030070570","0070090977","mymsd-julietongsl"
"VACCC00","0030070570","0070090977","mymsd-kaihuichong"
"VACCC00","0030070570","0070090977","mymsd-kayewong"
"VACCC00","0030070570","0070090977","mymsd-mursyida"
"VACCC00","0030070570","0070090977","mymsd-sheneyinliau"
"VACCC00","0030070570","0070090977","mymsd-szeboonthea"
"VACCC00","0030070570","0070090977","mymsd-yilingeng"
"VBE 02","0030070570","0070090977","charmaine228"
"VBE 02","0030070570","0070090977","kogilan208"
"VBE 03","0030070570","0070090977","charmaine228"
"VBE 03","0030070570","0070090977","kogilan208"
"VBE 04","0030070570","0070090977","charmaine228"
"VBE 04","0030070570","0070090977","kogilan208"
"WHM1","0030070570","0070090977","mybayer-angkimbee"
"WHM1","0030070570","0070090977","mybayer-beeholoo"
"WHM1","0030070570","0070090977","mybayer-choongmeiyee"
"WHM1","0030070570","0070090977","mybayer-cynthia"
"WHM1","0030070570","0070090977","mybayer-daphne"
"WHM1","0030070570","0070090977","mybayer-frankechung"
"WHM1","0030070570","0070090977","mybayer-ireneooi"
"WHM1","0030070570","0070090977","mybayer-janechew"
"WHM1","0030070570","0070090977","mybayer-jchew"
"WHM1","0030070570","0070090977","mybayer-joannewoon"
"WHM1","0030070570","0070090977","mybayer-kelyintor"
"WHM1","0030070570","0070090977","mybayer-limcheaw"
"WHM1","0030070570","0070090977","mybayer-linalim"
"WHM1","0030070570","0070090977","mybayer-sapphiresiew"
"WHM1","0030070570","0070090977","mybayer-sereneteh"
"WHM1","0030070570","0070090977","mybayer-suzeneker"
"WHM1","0030070570","0070090977","mybayer-swleong"
"WHM1","0030070570","0070090977","mybayer-weesoon"
"WHM1","0030070570","0070090977","mybayer-xynnwee"
"WHM1","0030070570","0070090977","mybayer-yvoannelim"
"WHM2","0030070570","0070090977","mybayer-angkimbee"
"WHM2","0030070570","0070090977","mybayer-beeholoo"
"WHM2","0030070570","0070090977","mybayer-choongmeiyee"
"WHM2","0030070570","0070090977","mybayer-cynthia"
"WHM2","0030070570","0070090977","mybayer-daphne"
"WHM2","0030070570","0070090977","mybayer-frankechung"
"WHM2","0030070570","0070090977","mybayer-ireneooi"
"WHM2","0030070570","0070090977","mybayer-janechew"
"WHM2","0030070570","0070090977","mybayer-jchew"
"WHM2","0030070570","0070090977","mybayer-joannewoon"
"WHM2","0030070570","0070090977","mybayer-kelyintor"
"WHM2","0030070570","0070090977","mybayer-limcheaw"
"WHM2","0030070570","0070090977","mybayer-linalim"
"WHM2","0030070570","0070090977","mybayer-sapphiresiew"
"WHM2","0030070570","0070090977","mybayer-sereneteh"
"WHM2","0030070570","0070090977","mybayer-suzeneker"
"WHM2","0030070570","0070090977","mybayer-swleong"
"WHM2","0030070570","0070090977","mybayer-weesoon"
"WHM2","0030070570","0070090977","mybayer-xynnwee"
"WHM2","0030070570","0070090977","mybayer-yvoannelim"
