"matnr","zzprncode","zzibrnd","mtart","matkl","TherapeuticClass","PrincipalName","mstae","mstde","mstav","mstdv","zzdwrx","spart","vtweg","dwerk","mvgr1","mvgr2","mvgr3","mvgr4","mvgr5","tragr","vmsta","vmstd","MaterialSalesOrganisation","prodh","mtpos","OldMaterialCode","GovernmentMaterialCode","taxClassification","Description","Language","DefaultMaterialDescription","DefaultMaterialLanguage","unitOfMeasurement","itemRegistrationNumber","GenericMaterialName","WarehouseStorageCondition","aland","taxm1","taxm2","taxm3","taxm4","taxm5","taxm6","taxm7","taxm8","taxm9","taxim","tatyp","vtext","idnlf","prat1","prat2","prat3","prat4","prat5","prat6","prat7","prat8","prat9"
"000000000023072561","0000101267","BLOPRESS","ZF03","ZPE","Angiotensin-II antagonists, plain","A.MENARINI SINGAPORE PTE LTD","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101267CACE01001001","NORM","63003","","","BLOPRESSTABS16MG14'S","E","BLOPRESSTABS16MG14'S","E","EA","MAL20002653A","BLOPRESS            TABS  16MG   14'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021040786","0000101229","CAREFREE HEALTHY FR","ZF01","ZPC","All other non-therapeutic products","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229QSAN01005001","NORM","151530134505","","","CAREFREE HEALTHY FRESH 40S TP","E","CAREFREE HEALTHY FRESH 40S TP","E","EA","NOT REQUIRED","CAREFREE HEALTHY FRESH 40S TP","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006022375","","","","","","","","",""
"000000000023063728","0000101363","TEOXANE ADV FILL. (N","ZF03","ZCS","Emollients, protectives","PARVUS SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101363000SKI004001","NORM","PVFILTCCAFNOLAC","","","TEOXANE ADV FILL. (NORM-C) 50ML 1'S","E","TEOXANE ADV FILL. (NORM-C) 50ML 1'S","E","EA","NOT121100832K","","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","PVFILTCCAFNOLAC","","","","","","","","",""
"000000000021037543","0000101223","TECNIS ONE ZCB 07.5D","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZCB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL002007","NORM","009ZCB00075","","","TECNIS ONE ZCB 07.5D","E","TECNIS ONE ZCB 07.5D","E","EA","NOT REQUIRED","TECNIS ONE ZCB 07.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023274232","0000101241","MOTILIUM BLISTER","ZF03","ZPE","Gastroprokinetics","JANSSEN PHARMACEUTICA","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","600","ZP01","","00000000","2001","101241AGPK01001002","NORM","28017","","","MOTILIUM BLISTERTABS10MG500'S","E","MOTILIUM BLISTERTABS10MG500'S","E","EA","MAL19872254AR","DOMPERIDONE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021041894","0000101339","195 AQUAFRESH MAX AC","ZF01","ZOT","All other non-therapeutic products","GLAXOSMITHKLINE CONSUMER","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2PH","","ZP01","","00000000","2001","10133900ORALAQUAQU","NORM","195232297","","","195 AQUAFRESH MAX ACT-SOFT","E","195 AQUAFRESH MAX ACT-SOFT","E","EA","NOT REQUIRED","195 AQUAFRESH MAX ACTIVE- SOFT","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021223041","0000104281","CF SD SCNT 40S TP+","ZF01","ZPC","All other non-therapeutic products","JOHNSON & JOHNSON SDN BHD","LR","99910101","LR","20991231","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","104281QSAN01002008","NORM","151582633108","","","CF SD SCNT 40S TP+20S '16","E","CF SD SCNT 40S TP+20S '16","E","EA","NOT REQUIRED","CF SD SCNT 40S TP+20S '16","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","9556006280508","","","","","","","","",""
"000000000021223044","0000104281","CF ULTRA THIN UNSC","ZF01","ZPC","All other non-therapeutic products","JOHNSON & JOHNSON SDN BHD","LR","99910101","LR","20991231","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","104281QSAN01004001","NORM","1516001378","","","CF ULTRA THIN UNSC 20S '16","E","CF ULTRA THIN UNSC 20S '16","E","EA","NOT REQUIRED","CF ULTRA THIN UNSC 20S '16","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","8850007331209","","","","","","","","",""
"000000000023071763","0000101248","RHINOCORT AQUA","ZF03","ZPE","Nasal corticosteroids w/o anti-infective","ASTRAZENECA SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101248RRES04001001","NORM","3695114","","","RHINOCORT AQUA64MCG120DS","E","RHINOCORT AQUA64MCG120DS","E","EA","MAL20000013A","BUDESONIDE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","MY3695114","","","","","","","","",""
"000000000021047090","0000101276","METSAL","ZF01","ZPE","Topical antirheumatics","INOVA PHARMACEUTICALS (S) PTE","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","Z7","20150512","2001","10127605130P001001","NORM","72025","","","METSALCREAM50GM","E","METSALCREAM50GM","E","EA","MAL12075081XC","METSAL              CREAM        50GM","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037563","0000101223","TECNIS ONE ZCB 17.5D","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZCB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL002007","NORM","009ZCB00175","","","TECNIS ONE ZCB 17.5D","E","TECNIS ONE ZCB 17.5D","E","EA","NOT REQUIRED","TECNIS ONE ZCB 17.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023048410","0000101261","VOLTAREN SR","ZF03","ZPE","Antirheumatics, non-steroidal plain","NOVARTIS CORPORATION (M) SDN","LR","20250101","Z7","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101261GENMED005001","NORM","052102318","","","VOLTAREN SRTAB100MG100'S","E","VOLTAREN SRTAB100MG100'S","E","EA","MAL19861070A","DICLOFENAC SODIUM","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","102318","","","","","","","","",""
"000000000021222894","0000104279","(Z) ELIQUIS TAB2.5MG","ZF01","ZPE","Direct thrombin inhibitors","PFIZER (M) SDN BHD","LR","20230830","LR","20230830","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","104279SELE01010001","NORM","128F000019279","","","(Z) ELIQUIS TAB 2.5MG 3X10'S","E","(Z) ELIQUIS TAB 2.5MG 3X10'S","E","EA","MAL13085062ARZ","APIXABAN","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","F000019279","","","","","","","","",""
"000000000023270265","0000102575","EXETER V40 KL 42","ZF03","ZMD","All other non-therapeutic products","STRYKER CORPORATION (M) SDN BHD","LR","20510101","LR","20510101","Y","30","10","2014","","","ZNC","2GD","","ZP06","","00000000","2001","102575IMPLANMEDKIT","NORM","311EXV40KL42","","","EXETER V40 KL 42","E","EXETER V40 KL 42","E","EA","NOT REQUIRED","EXETER V40 KL 42","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023058642","0000101324","ENERVON C TAB 30'S (","ZF03","ZCH","Other multivitamins with minerals","UNAM PHARMACEUTICAL (M) SDN","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101324UNAM-O003001","NORM","173200004","","","ENERVON C TAB 30'S (BUY 2FREE 1)","E","ENERVON C TAB 30'S (BUY 2FREE 1)","E","EA","MAL07082839X","ENERVON C TAB 30'S (BUY 2 FREE 1)","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021040992","0000101229","*JB LOTION MILK + RI","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229WBAB01002005","NORM","1519819469","","","*JB LOTION MILK + RICE 500ML","E","*JB LOTION MILK + RICE 500ML","E","EA","NOT REQUIRED","*JB LOTION MILK + RICE 500ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021223033","0000104281","JB WASH TOP-TO-TOE","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD","LR","99910101","LR","20991231","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","104281WBAB01005005","NORM","1520110481","","","JB WASH TOP-TO-TOE 500ML '16","E","JB WASH TOP-TO-TOE 500ML '16","E","EA","NOT REQUIRED","JB WASH TOP-TO-TOE 500ML '16","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","9556006012413","","","","","","","","",""
"000000000021223057","0000104281","NEU LIQUID CLEANSER","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD","LR","99910101","LR","20991231","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","104281XNEN01003001","NORM","1526801346","","","NEU LIQUID CLEANSER FRAG FREE 150ML '16","E","NEU LIQUID CLEANSER FRAG FREE 150ML '16","E","EA","NOT REQUIRED","NEU LIQUID CLEANSER FRAG FREE 150ML '16","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","8850007540397","","","","","","","","",""
"000000000021046645","0000101393","NEEDLE ADMIX NOKOR","ZF01","ZMD","All other non-therapeutic products","BECTON DICKINSON HOLDINGS PTE","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101393000102000000","NORM","277305215","","","NEEDLE ADMIX NOKOR18X1-1/2 TW100'S","E","NEEDLE ADMIX NOKOR18X1-1/2 TW100'S","E","EA","NOT REQUIRED","NEEDLE ADMIX NOKOR 18X1-1/2 TW 100'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023059177","0000101335","OTRIVIN N.DROP","ZF03","ZPE","Nasal decongestants","NOVARTIS CORPORATION (M) SDN","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101335ND0001001001","NORM","191510563","","","OTRIVIN N.DROPSOL0.1%10ML","E","OTRIVIN N.DROPSOL0.1%10ML","E","EA","MAL06091427A","XYLOMETAZOLINE HCL","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","721777","","","","","","","","",""
"000000000023056910","0000101293","NUTRITIME M/VIT&MIN","ZF03","ZCH","Other multivitamins with minerals","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","KRL","","ZNC","2GD","","ZP01","","00000000","2001","101293VKOR01001001","NORM","119KRLVIT1302","","","NUTRITIME M/VIT&MINTABS100'S","E","NUTRITIME M/VIT&MINTABS100'S","E","EA","MAL20034394XC","NUTRITIME M/VIT&MIN TABS         100'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023064247","0000101237","OMEGA ACTIVE","ZF03","ZCH","Anti-atheroma preps. of natural origin","BLACKMORES (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","STD","","ZNC","2GD","","ZP01","","00000000","2001","101237AVAOO1001002","NORM","23099","","","OMEGA ACTIVECAP60'S","E","OMEGA ACTIVECAP60'S","E","EA","MAL09061589XCR","OMEGA ACTIVE        CAP          60'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","24813","","","","","","","","",""
"000000000023056558","0000101293","JUVANEX 7-DAY PROG 1","ZF03","ZCH","Slimming preparations","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101293VJUV01001001","NORM","119JUVPWD0704","","","JUVANEX 7-DAY PROG 10GX28SAC(FOCSHAKER)","E","JUVANEX 7-DAY PROG 10GX28SAC(FOCSHAKER)","E","EA","NOT REQUIRED","JUVANEX 7-DAY PROG 10GX28 SAC(FOC SHAKER","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023046179","0000101228","JANUMET HAARLEM","ZF03","ZPE","DPP-IV Inhibitor & Biguanide Antidiab.","MERCK SHARP & DOHME (I.A)","LR","20180601","","00000000","Y","10","10","2010","","11","ZHP","2SD","","ZP05","","00000000","2001","101228000CVMJNMJNM","NORM","01200156","","","JANUMET HAARLEMTABS50/1000MG 56'S","E","JANUMET HAARLEMTABS50/1000MG 56'S","E","EA","MAL20081791ACR","SITAGLIPTIN/METFORMIN","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021041269","0000101229","JOHNSON'S YOUNG/WHIT","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229JPES01001008","NORM","152831757101","","","JOHNSON'S YOUNG/WHITE (BEIGE)10G","E","JOHNSON'S YOUNG/WHITE (BEIGE)10G","E","EA","NOT REQUIRED","JOHNSON'S YOUNG/WHITE (BEIGE)10G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","8850007560128","","","","","","","","",""
"000000000023339581","0000101219","KADCYLA VIAL 160MG 1","ZF03","ZPE","Antineoplastic monoclonal antibodies","ROCHE (MALAYSIA) SDN BHD","LR","20310831","LR","20310831","Y","10","10","2010","","","ZCC","2SD","","ZP04","","00000000","2001","101219CCU000RX0PHA","NORM","372100667999","WBB","","^KADCYLA VIAL 160MG 1 MY","E","^KADCYLA VIAL 160MG 1 MY","E","EA","MAL14075031ACZ","KADCYLA VIAL 160MG 1 MY","CO","MY","1","","","","","","","","","","MWST","Product : Full Tax","I9581","","","","","","","","",""
"000000000021045974","0000101361","TUBIGRIP (FLESH)","ZF01","ZMC","All other wound healing agents","MOLNLYCKE HEALTHCARE","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101361000CWC001002","NORM","2231453G","","","TUBIGRIP (FLESH)SIZE G1M","E","TUBIGRIP (FLESH)SIZE G1M","E","EA","NOT REQUIRED","TUBIGRIP (FLESH)    SIZE G1M","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023063880","0000101365","UX II SEARCH -BAC ST","ZF03","ZMD","All other diagnostic tests","SYSMEX (M) SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101365URIN01002003","NORM","227BA649537","","","UX II SEARCH -BAC ST25MLX 1","E","UX II SEARCH -BAC ST25MLX 1","E","EA","NOT REQUIRED","UX II SEARCH -BAC ST 25ML X 1","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","BA649537","","","","","","","","",""
"000000000023047734","0000101256","PROTEIN CONDITIONER","ZF03","ZPC","Other dermatological preparations","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WHAI01003001","NORM","046815899","","","PROTEIN CONDITIONERREPAIR&REGENER 200ML","E","PROTEIN CONDITIONERREPAIR&REGENER 200ML","E","EA","NOT130304488K","PROTEIN CONDITIONER REPAIR&REGENER 200ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021045996","0000101361","STOCKINETTE RIBBED 7","ZF01","ZMC","All other non-therapeutic products","MOLNLYCKE HEALTHCARE","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101361000CWC016001","NORM","2232464","","","STOCKINETTE RIBBED 7.5CMX20M ROLL1'S","E","STOCKINETTE RIBBED 7.5CMX20M ROLL1'S","E","EA","NOT REQUIRED","STOCKINETTE RIBBED 7.5CMX20M ROLL 1'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023071141","0000101242","SUNPLAY SKIN AQUA MO","ZF03","ZPC","Emollients, protectives","ROHTO-MENTHOLATUM (M) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101242SUNPLA004005","NORM","29179","","","SUNPLAY SKIN AQUA MOISTUREMILK42G","E","SUNPLAY SKIN AQUA MOISTUREMILK42G","E","EA","NOT110403257K","SUNPLAY SKIN AQUA MOISTURE MILK  42G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023065249","0000101377","TDF VCI HIGH POTENCY","ZF03","ZCS","Emollients, protectives","STRATA WIDE (M) SDN BHD  (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101377TDF001014002","NORM","259675","","","TDF VCI HIGH POTENCYPEELKIT1 PACK","E","TDF VCI HIGH POTENCYPEELKIT1 PACK","E","EA","NOT130603993K","TDF VCI HIGH POTENCY PEEL KIT 1 PACK","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037532","0000101223","TECNIS ACRYL ZA9003","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","Z93","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003002","NORM","009ZA9003275","","","TECNIS ACRYL ZA9003+27.5","E","TECNIS ACRYL ZA9003+27.5","E","EA","NOT REQUIRED","TECNIS ACRYL ZA9003 +27.5","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037537","0000101223","TECNIS ACRYL ZA9003","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","Z93","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003002","NORM","009ZA9003300","","","TECNIS ACRYL ZA9003+30.0","E","TECNIS ACRYL ZA9003+30.0","E","EA","NOT REQUIRED","TECNIS ACRYL ZA9003 +30.0","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037830","0000101223","TECNIS ZMA 05.5D MF","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMA","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL004004","NORM","009ZMA00055","","","TECNIS ZMA 05.5D MFACRYLI","E","TECNIS ZMA 05.5D MFACRYLI","E","EA","NOT REQUIRED","TECNIS ZMA 05.5D MF ACRYLI","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037908","0000101223","TECNIS MF 1PCS 6.0MM","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOLMULMF1","NORM","009ZMB00I0185","","","TECNIS MF 1PCS 6.0MM18.5D","E","TECNIS MF 1PCS 6.0MM18.5D","E","EA","NOT REQUIRED","TECNIS MF 1PCS 6.0MM18.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037914","0000101223","TECNIS MF 1PCS 6.0MM","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOLMULMF1","NORM","009ZMB00I0215","","","TECNIS MF 1PCS 6.0MM21.5D","E","TECNIS MF 1PCS 6.0MM21.5D","E","EA","NOT REQUIRED","TECNIS MF 1PCS 6.0MM21.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037921","0000101223","TECNIS MF 1PCS 6.0MM","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOLMULMF1","NORM","009ZMB00I0250","","","TECNIS MF 1PCS 6.0MM25.0D","E","TECNIS MF 1PCS 6.0MM25.0D","E","EA","NOT REQUIRED","TECNIS MF 1PCS 6.0MM25.0D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037931","0000101223","TECNIS MF 1PCS 6.0MM","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOLMULMF1","NORM","009ZMB00I0300","","","TECNIS MF 1PCS 6.0MM30.0D","E","TECNIS MF 1PCS 6.0MM30.0D","E","EA","NOT REQUIRED","TECNIS MF 1PCS 6.0MM30.0D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037095","0000101223","SENSAR IOL AR40MN","ZF01","ZMD","Cataract & anticataractogenic prep, top.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","SEN","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003001","NORM","009AR40MN0005","","","SENSAR IOL AR40MN-0.5D","E","SENSAR IOL AR40MN-0.5D","E","EA","NOT REQUIRED","SENSAR IOL AR40MN   -0.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023057050","0000101293","SITRUS- SR","ZF03","ZCH","Plain vitamin C (including vit. C salts)","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101293VKOR01001026","NORM","119KRLVIT2408","","","SITRUS- SRTABS60S PO3","E","SITRUS- SRTABS60S PO3","E","EA","MAL07124659X","SITRUS- SR TABS 60S PO3","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021046375","0000101380","SK GOT2B ROCKING IT","ZF01","ZPC","All other non-therapeutic products","HENKEL (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101380HEN003001004","NORM","2641650851","","","SK GOT2B ROCKING ITWAX100ML","E","SK GOT2B ROCKING ITWAX100ML","E","EA","NOT120300383K","SK GOT2B ROCKING IT WAX          100ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000022004060","0000101283","SOFFBAN SYN 5CMX2.7M","ZF02","ZMC","All other non-therapeutic products","SMITH & NEPHEW HEALTHCARE SDN","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101283CMED01003002","NORM","83166","","","SOFFBAN SYN 5CMX2.7MPER DOZ","E","SOFFBAN SYN 5CMX2.7MPER DOZ","E","EA","NOT REQUIRED","SOFFBAN SYN 5CMX2.7M        PER DOZ","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","7030F","","","","","","","","",""
"000000000021041817","0000101334","190 SENSODYNE COMPLE","ZF01","ZPC","Other mineral supplements","GLAXOSMITHKLINE CONSUMER","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2DT","","ZP01","","00000000","2001","10133400ORALSENSEN","NORM","190240476","","","190 SENSODYNE COMPLETE PROTECTION100G","E","190 SENSODYNE COMPLETE PROTECTION100G","E","EA","NOT130400450K","190 SENSODYNE COMPLETE PROTECTION 100G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021040867","0000101229","*JB SHAMPOO GOLD","ZF01","ZPC","Other dermatological preparations","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229WBAB01007002","NORM","1519008446","","","*JB SHAMPOO GOLD800ML(COSMOS)","E","*JB SHAMPOO GOLD800ML(COSMOS)","E","EA","NOT REQUIRED","*JB SHAMPOO GOLD 800ML (COSMOS)","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006000502","","","","","","","","",""
"000000000021040983","0000101229","*JBABY LOTION MILK 1","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229WBOC01001001","NORM","151981941904","","","*JBABY LOTION MILK 100ML SP-GT","E","*JBABY LOTION MILK 100ML SP-GT","E","EA","NOT100766834K","*JBABY LOTION MILK 100ML SP-GT","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006282519","","","","","","","","",""
"000000000023046928","0000101236","(Z) SERETIDE EVOHALE","ZF03","ZPE","Comb. of B2-stimu. w/ corticoids, inh.","GLAXOSMITHKLINE PHARMACEUTICAL_","LR","20250101","LR","20250101","Y","10","10","2010","","","ZHP","2SD","","ZP01","","00000000","2001","1012360RESPRSERSER","NORM","02181317","","","(Z) SERETIDE EVOHALER 25/125 MCG DC","E","(Z) SERETIDE EVOHALER 25/125 MCG DC","E","EA","MAL11040018AZ","(Z) SERETIDE EVOHALER 25/125 MCG DC","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","10000000081326","","","","","","","","",""
"000000000021041357","0000101229","*C&C FRUIT ESSEN/FCL","ZF01","ZCS","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229XTEE01001001","NORM","1533503382","","","*C&C FRUIT ESSEN/FCLCLN PURI/APPLE100ML","E","*C&C FRUIT ESSEN/FCLCLN PURI/APPLE100ML","E","EA","NOT REQUIRED","*C&C FRUIT ESSEN/FCL CLN PURI/APPLE100ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006283103","","","","","","","","",""
"000000000021041359","0000101229","*C&C FRUIT ESSEN FCL","ZF01","ZCS","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229XTEE01001001","NORM","1533503383","","","*C&C FRUIT ESSEN FCLCLN ENER/BERRY100ML","E","*C&C FRUIT ESSEN FCLCLN ENER/BERRY100ML","E","EA","NOT REQUIRED","*C&C FRUIT ESSEN FCL CLN ENER/BERRY100ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006283110","","","","","","","","",""
"000000000023072769","0000101277","*TI COLLAGEN PLUS","ZF03","ZPC","Slimming preparations","TOTAL IMAGE REGIONAL (M) SDN","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101277DSKI01003001","NORM","74163","","","*TI COLLAGEN PLUS60S TP+10S","E","*TI COLLAGEN PLUS60S TP+10S","E","EA","MAL09072802XR","*TI COLLAGEN PLUS 60S TP +10S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
